Num,id,nodes,start,end,distance
21,28924346,"[[378785274, 13.7520908, 121.0419128], [7450881479, 13.7518621, 121.0416314], [8737335020, 13.7516659, 121.0414761], [8737335021, 13.7514706, 121.0413729], [8737335019, 13.751246, 121.0412841], [317960422, 13.7509512, 121.0412588], [9432301568, 13.7425287, 121.0404447], [9432301558, 13.7052915, 121.0372933], [7450881396, 13.6377345, 121.0315928], [7450881392, 13.6362723, 121.0316003], [317960450, 13.6347786, 121.0321107], [7450881391, 13.6333391, 121.0327404], [7450881398, 13.6320749, 121.0335364], [8737310496, 13.5846725, 121.0979487], [317960462, 13.5826714, 121.1006676], [8737310497, 13.5589466, 121.1144499], [317960467, 13.4798089, 121.1604133], [8737310492, 13.4758363, 121.1627519], [8737310495, 13.4730401, 121.1648547], [317960468, 13.4666431, 121.1711447], [317960474, 13.431152, 121.1924963], [8737310513, 13.430723, 121.1928034], [317960476, 13.430403, 121.1932195], [311267420, 13.429576, 121.1944649]]","[378785274, 13.7520908, 121.0419128]","[311267420, 13.429576, 121.1944649]"
22,29170932,"[[266723900, 14.6705471, 121.6139069], [320824534, 14.6706236, 121.6141247], [9258018837, 14.6706385, 121.6142815], [9258018838, 14.6705821, 121.6144279], [9258018840, 14.670467, 121.6145313], [9258018839, 14.6703189, 121.6145686], [4694618479, 14.6621006, 121.6144132], [320824536, 14.6616546, 121.6147593], [320824538, 14.652745, 121.6217327], [320824540, 14.6822319, 121.7537619], [320824541, 14.6892511, 121.7573766], [320824544, 14.8257979, 121.6980176], [320824547, 15.1070625, 121.5588412], [320824551, 15.3123034, 121.4448974], [320824552, 15.3665312, 121.4092032], [2259559611, 15.3805984, 121.3971132]]","[266723900, 14.6705471, 121.6139069]","[2259559611, 15.3805984, 121.3971132]"
23,29563471,"[[325802036, 12.1866338, 102.3014717], [2507757492, 12.1860251, 102.3015183], [4521218089, 12.1845087, 102.3016988], [4521217688, 12.1837944, 102.3017338], [2507757478, 12.1827982, 102.3016739], [4521218090, 12.181949, 102.3015242], [325802044, 12.1811587, 102.3012841], [4521218091, 12.1801183, 102.3009463], [4521217687, 12.1792545, 102.3005181], [4521217686, 12.1759424, 102.2985345], [4521217685, 12.1719413, 102.2964345], [4521217684, 12.1670933, 102.2936472], [4521217683, 12.1627215, 102.2911237], [4521217682, 12.1581706, 102.2886067], [4521217681, 12.1536251, 102.2860643], [2507757468, 12.1467695, 102.2824029], [325802085, 12.1445029, 102.2813697], [2507757433, 12.1421301, 102.2807991]]","[325802036, 12.1866338, 102.3014717]","[2507757433, 12.1421301, 102.2807991]"
24,29567991,"[[3095048182, 19.8936543, 102.1355616], [325847737, 19.8954478, 102.1347656], [1735507707, 19.8972793, 102.1339703]]","[3095048182, 19.8936543, 102.1355616]","[1735507707, 19.8972793, 102.1339703]"
25,29873178,"[[3727535210, 10.4942871, 103.5862566], [3727561381, 10.4942478, 103.5857748], [3727561379, 10.499139, 103.5634395], [3727525308, 10.4988152, 103.5629078], [3727525317, 10.4993542, 103.5629605], [3776125457, 10.5571819, 103.5444455], [329106519, 10.6053035, 103.5213217]]","[3727535210, 10.4942871, 103.5862566]","[329106519, 10.6053035, 103.5213217]"
26,29977032,"[[3667972113, 13.5971751, 100.5865555], [330007951, 13.5971304, 100.5867203], [330007952, 13.5963238, 100.5864676], [330007953, 13.5955729, 100.5863904], [330007954, 13.5950473, 100.5864333], [330007955, 13.5944717, 100.586665], [330007956, 13.5939962, 100.587077], [330007957, 13.5943299, 100.5894459], [330007958, 13.5946719, 100.5910853], [330007959, 13.5950807, 100.593583], [330007960, 13.5951308, 100.5946902], [247799583, 13.5950876, 100.595749]]","[3667972113, 13.5971751, 100.5865555]","[247799583, 13.5950876, 100.595749]"
27,30182462,"[[332571865, 12.1720809, 122.0380891], [332571876, 12.171267, 122.038917], [332571886, 12.169917, 122.039333], [332571896, 12.168133, 122.039833], [332571908, 12.166817, 122.039833], [332571915, 12.16485, 122.04005], [332571925, 12.161933, 122.0404], [332571946, 12.15995, 122.040167], [332571952, 12.155233, 122.04055], [332571959, 12.153967, 122.041367], [332571968, 12.153683, 122.041433], [332571976, 12.1534, 122.0418], [332571983, 12.153267, 122.04205]]","[332571865, 12.1720809, 122.0380891]","[332571983, 12.153267, 122.04205]"
28,30661316,"[[576061624, 13.9956714, 105.848709], [339080532, 13.9954856, 105.8486599], [339080535, 13.9930511, 105.8502654], [339080537, 13.990715, 105.8544926], [339080540, 13.9909419, 105.8601231], [339080548, 13.9898155, 105.8834003], [4629009512, 13.9904276, 105.8898677], [4629009507, 13.9877323, 105.9069491], [4629009510, 13.9870478, 105.9134939], [1450584020, 13.9868794, 105.913707]]","[576061624, 13.9956714, 105.848709]","[1450584020, 13.9868794, 105.913707]"
29,30661383,"[[339081328, 14.0696788, 105.8361211], [339081329, 14.0708522, 105.8381118]]","[339081328, 14.0696788, 105.8361211]","[339081329, 14.0708522, 105.8381118]"
31,30661387,"[[339081355, 14.070306, 105.845882], [339081357, 14.0687111, 105.8422717]]","[339081355, 14.070306, 105.845882]","[339081357, 14.0687111, 105.8422717]"
32,30744452,"[[1632824440, 13.7653891, 100.4934009], [1905838342, 13.7635578, 100.4940371]]","[1632824440, 13.7653891, 100.4934009]","[1905838342, 13.7635578, 100.4940371]"
33,30777314,"[[340346928, 8.0112966, 98.8375849], [4782700759, 8.010064, 98.8361621], [1283971280, 8.0088574, 98.8348221], [340346932, 8.0078888, 98.8338848], [340346933, 8.0068914, 98.8334976], [340346934, 8.0039808, 98.8334666], [340346935, 8.0028525, 98.8339431], [6023220256, 8.0026402, 98.8346417], [6023220257, 8.0032936, 98.8364595], [260034034, 8.0053732, 98.8376412], [2465936415, 8.0057097, 98.8381939]]","[340346928, 8.0112966, 98.8375849]","[2465936415, 8.0057097, 98.8381939]"
34,30777332,"[[340347055, 8.0310667, 98.8216669], [4770728177, 8.0296384, 98.8209149], [4770728178, 8.0268019, 98.8209257], [4770728174, 8.0225418, 98.8213978], [4782712903, 8.0193919, 98.8224184], [4728048005, 8.0156098, 98.8246286], [4770728183, 8.0137558, 98.8270196], [4770728181, 8.0114078, 98.8328453], [4770728170, 8.0114185, 98.8355813], [4782700762, 8.0114026, 98.8367629], [340346928, 8.0112966, 98.8375849]]","[340347055, 8.0310667, 98.8216669]","[340346928, 8.0112966, 98.8375849]"
35,32440082,"[[364740905, 13.9891551, 105.9115639], [4629009505, 13.9870595, 105.9136498], [1450584020, 13.9868794, 105.913707]]","[364740905, 13.9891551, 105.9115639]","[1450584020, 13.9868794, 105.913707]"
36,33200641,"[[4775949726, 9.5652005, 100.0604849], [4768617913, 9.5726574, 100.0500858], [4768556321, 9.5747945, 100.0487178], [4768556322, 9.6006072, 100.0364441], [4768556323, 9.637334, 100.0166172], [4768556320, 9.7020616, 99.9843609], [4827465922, 9.7062758, 99.9832088], [4827465923, 9.7069526, 99.9832034], [4827465921, 9.7075924, 99.9832517], [4764476093, 9.7083505, 99.9833639], [2248035279, 9.7086037, 99.9834537]]","[4775949726, 9.5652005, 100.0604849]","[2248035279, 9.7086037, 99.9834537]"
37,35067400,"[[21834599, 14.5965586, 120.9995656], [8173565771, 14.5966601, 120.9991564], [8173565777, 14.5966627, 120.9990909], [30119345, 14.5966841, 120.9985353], [2566695807, 14.5966036, 120.9981063], [21834600, 14.5963593, 120.9976724], [454227094, 14.5960958, 120.9973291], [21834252, 14.5951773, 120.9962409]]","[21834599, 14.5965586, 120.9995656]","[21834252, 14.5951773, 120.9962409]"
38,35067509,"[[2567233305, 14.5868312, 121.0181727], [21834500, 14.5864596, 121.016212], [21834276, 14.5861372, 121.0149714], [2567233303, 14.585784, 121.0142808], [21834375, 14.5854247, 121.0139007], [21834227, 14.5840051, 121.0126868], [21834469, 14.5837821, 121.0125003]]","[2567233305, 14.5868312, 121.0181727]","[21834469, 14.5837821, 121.0125003]"
39,35067519,"[[414564622, 14.5792635, 121.0179149], [414565343, 14.5794322, 121.0176707]]","[414564622, 14.5792635, 121.0179149]","[414565343, 14.5794322, 121.0176707]"
40,35067526,"[[414565343, 14.5794322, 121.0176707], [2355630824, 14.5796172, 121.0174307], [21834660, 14.5797867, 121.0172846], [21834225, 14.5806055, 121.0170704], [21834468, 14.5811598, 121.0171617], [21834625, 14.5818013, 121.0177288], [30119324, 14.582516, 121.0185249], [411295136, 14.5837935, 121.0195256]]","[414565343, 14.5794322, 121.0176707]","[411295136, 14.5837935, 121.0195256]"
41,35067557,"[[411295136, 14.5837935, 121.0195256], [297191321, 14.584126, 121.0197617], [21834501, 14.5847398, 121.0200669], [21834532, 14.5854576, 121.0203133], [7466187765, 14.5857665, 121.0203561]]","[411295136, 14.5837935, 121.0195256]","[7466187765, 14.5857665, 121.0203561]"
42,35129631,"[[21834336, 14.5670806, 121.0529018], [21834644, 14.5675983, 121.0520715], [21834677, 14.567896, 121.0515762]]","[21834336, 14.5670806, 121.0529018]","[21834677, 14.567896, 121.0515762]"
43,35129708,"[[30120719, 14.5590928, 121.0669318], [21834425, 14.5597138, 121.066786], [21834229, 14.5604251, 121.066395], [412086708, 14.5605747, 121.0661892]]","[30120719, 14.5590928, 121.0669318]","[412086708, 14.5605747, 121.0661892]"
44,35154328,"[[412347081, 14.5970416, 120.979747], [21834294, 14.5970039, 120.9795671], [21834460, 14.5963841, 120.978363]]","[412347081, 14.5970416, 120.979747]","[21834460, 14.5963841, 120.978363]"
45,35154549,"[[21834231, 14.5909678, 120.9921168], [2566512711, 14.5911127, 120.9909858], [21834523, 14.5912937, 120.9901665], [21834538, 14.5913675, 120.9887453], [21834703, 14.5913548, 120.9877703], [2566512713, 14.5914155, 120.9867475], [21834665, 14.5916016, 120.985703]]","[21834231, 14.5909678, 120.9921168]","[21834665, 14.5916016, 120.985703]"
46,35154557,"[[412349405, 14.5969336, 120.9804594], [30119352, 14.5969952, 120.980275], [412347081, 14.5970416, 120.979747]]","[412349405, 14.5969336, 120.9804594]","[412347081, 14.5970416, 120.979747]"
47,35154641,"[[412349501, 14.5957926, 120.9773575], [1055798805, 14.5956185, 120.9769365], [21834367, 14.5953511, 120.9758194], [314783874, 14.5952797, 120.974771]]","[412349501, 14.5957926, 120.9773575]","[314783874, 14.5952797, 120.974771]"
48,35354652,"[[9327905421, 14.5788478, 121.0809288], [567868157, 14.5780454, 121.0802959], [253301364, 14.5766166, 121.0787338], [253301363, 14.575678, 121.0775665], [253301362, 14.574735, 121.0765274]]","[9327905421, 14.5788478, 121.0809288]","[253301362, 14.574735, 121.0765274]"
49,35354739,"[[21834677, 14.567896, 121.0515762], [320131519, 14.5684544, 121.0503257], [30119311, 14.5685464, 121.0494247]]","[21834677, 14.567896, 121.0515762]","[30119311, 14.5685464, 121.0494247]"
50,35354746,"[[30119311, 14.5685464, 121.0494247], [5936202476, 14.5684875, 121.0486801]]","[30119311, 14.5685464, 121.0494247]","[5936202476, 14.5684875, 121.0486801]"
51,35354825,"[[30119309, 14.5684046, 121.0471328], [414559044, 14.5684302, 121.0465971], [5289705529, 14.5684886, 121.0459759]]","[30119309, 14.5684046, 121.0471328]","[5289705529, 14.5684886, 121.0459759]"
52,35354836,"[[5289705529, 14.5684886, 121.0459759], [21834312, 14.5685631, 121.0452153], [30117306, 14.5687598, 121.0438269], [320130884, 14.5687541, 121.043269]]","[5289705529, 14.5684886, 121.0459759]","[320130884, 14.5687541, 121.043269]"
53,35354853,"[[320130884, 14.5687541, 121.043269], [21834293, 14.5686538, 121.0424464], [21834691, 14.5683796, 121.0415795], [962829233, 14.5681005, 121.0403483]]","[320130884, 14.5687541, 121.043269]","[962829233, 14.5681005, 121.0403483]"
54,35354856,"[[414559162, 14.5676284, 121.0383354], [21834670, 14.5675124, 121.0379111], [414559161, 14.5674251, 121.0375134]]","[414559162, 14.5676284, 121.0383354]","[414559161, 14.5674251, 121.0375134]"
55,35354859,"[[962829233, 14.5681005, 121.0403483], [320129718, 14.5680722, 121.0401944], [30119315, 14.5679048, 121.039415], [414559162, 14.5676284, 121.0383354]]","[962829233, 14.5681005, 121.0403483]","[414559162, 14.5676284, 121.0383354]"
56,35354941,"[[414559161, 14.5674251, 121.0375134], [21834251, 14.5672249, 121.0365928], [21834431, 14.5672083, 121.0357259], [30119316, 14.5672665, 121.0349191], [21834397, 14.567539, 121.0339341]]","[414559161, 14.5674251, 121.0375134]","[21834397, 14.567539, 121.0339341]"
58,35354976,"[[30119320, 14.5749264, 121.0250973], [30119321, 14.5764544, 121.0225394]]","[30119320, 14.5749264, 121.0250973]","[30119321, 14.5764544, 121.0225394]"
59,35355031,"[[7230071043, 14.5772021, 121.0213134], [21834235, 14.5781604, 121.0196937], [21834398, 14.5789015, 121.0185039], [414564622, 14.5792635, 121.0179149]]","[7230071043, 14.5772021, 121.0213134]","[414564622, 14.5792635, 121.0179149]"
60,35426701,"[[1154347977, 5.8306257, 102.5584017], [2685552595, 5.8305642, 102.5588429], [5981840472, 5.830616, 102.5591444], [1154348023, 5.8308208, 102.5594306], [1154347796, 5.8311954, 102.5596493], [5981840476, 5.8338156, 102.5599867], [1154347838, 5.8349478, 102.5599896], [5981840477, 5.8358313, 102.5598729], [5981840475, 5.8375275, 102.5594728], [5981840474, 5.8380141, 102.5594945], [415565830, 5.8384589, 102.5596754], [5981840473, 5.8388136, 102.5599875], [415565831, 5.8390462, 102.5603943], [415565832, 5.8654329, 102.6438984], [415565833, 5.8734702, 102.6631359], [496962518, 5.8885859, 102.7058975], [496962520, 5.8905039, 102.7246609], [1154347836, 5.892419, 102.7383025], [1154347792, 5.8956946, 102.7299312], [1154348019, 5.8946245, 102.7304921], [1154347968, 5.89395, 102.7304167], [1154347877, 5.8933205, 102.7299421], [1154347815, 5.8928483, 102.7288496], [1154347783, 5.8926385, 102.7277797], [1154347994, 5.8925336, 102.7251578], [1154347896, 5.8931781, 102.7222798], [1154347832, 5.8944172, 102.7198562], [1154347801, 5.8950613, 102.7165747], [1154348009, 5.8954711, 102.7157801], [4286625285, 5.8964337, 102.7150092], [1154347922, 5.897535, 102.714338], [1154347855, 5.8985011, 102.7140878], [1154347824, 5.8993647, 102.714544], [4286625288, 5.8997152, 102.71504]]","[1154347977, 5.8306257, 102.5584017]","[4286625288, 5.8997152, 102.71504]"
